ID	adj.P.Val	P.Value	t	B	logFC
201627_at	2.15e-01	3.94e-02	2.1802577	-4.185073	0.4456342
374987_at	2.15e-01	3.95e-02	2.1798325	-4.18585	0.4394766
101928361_at	2.16e-01	3.95e-02	2.1790918	-4.187203	0.4651012
5445_at	2.16e-01	3.96e-02	-2.1788392	-4.187664	-0.3685025
1292_at	2.16e-01	3.96e-02	-2.1787567	-4.187815	-0.6527651
5834_at	2.16e-01	3.96e-02	-2.1786247	-4.188056	-0.5990549
5187_at	2.16e-01	3.96e-02	2.1785968	-4.188107	0.7687379
22933_at	2.16e-01	3.96e-02	-2.1785239	-4.18824	-0.6123828
51302_at	2.16e-01	3.96e-02	2.1783324	-4.18859	0.5244995
57669_at	2.16e-01	3.96e-02	2.178217	-4.1888	0.4417042
101928170_at	2.16e-01	3.96e-02	2.1779964	-4.189203	0.668122
6097_at	2.16e-01	3.96e-02	2.1777647	-4.189626	0.709569
57589_at	2.16e-01	3.97e-02	2.1777541	-4.189646	0.5491169
2713_at	2.16e-01	3.97e-02	2.1776811	-4.189779	1.0289545
133522_at	2.16e-01	3.97e-02	-2.1776097	-4.189909	-0.6344937
5623_at	2.16e-01	3.97e-02	-2.1775465	-4.190025	-0.6417586
51069_at	2.16e-01	3.97e-02	-2.1772283	-4.190606	-0.5066293
85477_at	2.16e-01	3.97e-02	2.1770474	-4.190936	1.0142728
93974_at	2.16e-01	3.97e-02	2.1769802	-4.191058	0.3676426
4282_at	2.16e-01	3.97e-02	-2.1767547	-4.19147	-0.297811
54854_at	2.16e-01	3.97e-02	-2.1766385	-4.191682	-0.4768103
3223_at	2.16e-01	3.97e-02	-2.1766175	-4.19172	-0.545614
101928876_at	2.16e-01	3.98e-02	2.1760856	-4.192691	0.7288019
55365_at	2.16e-01	3.98e-02	2.1755016	-4.193757	0.906331
283234_at	2.17e-01	3.99e-02	-2.1746268	-4.195352	-0.4107125
9961_at	2.17e-01	3.99e-02	-2.1742616	-4.196019	-0.5319726
22934_at	2.17e-01	4.00e-02	-2.1740875	-4.196336	-0.4743453
23152_at	2.17e-01	4.00e-02	-2.1737544	-4.196944	-0.455471
55194_at	2.17e-01	4.00e-02	-2.173502	-4.197404	-0.5037458
27245_at	2.17e-01	4.00e-02	-2.1734659	-4.19747	-0.4682795
101928478_at	2.17e-01	4.00e-02	2.1731661	-4.198016	0.3847368
22928_at	2.17e-01	4.00e-02	2.1730105	-4.1983	0.4925341
341019_at	2.17e-01	4.01e-02	2.1729344	-4.198439	0.6057778
102724529_at	2.17e-01	4.01e-02	2.1726788	-4.198905	0.4870621
57414_at	2.17e-01	4.01e-02	-2.17258	-4.199085	-0.3835983
8605_at	2.18e-01	4.02e-02	-2.1717127	-4.200665	-0.6271677
114926_at	2.18e-01	4.02e-02	2.1715483	-4.200965	0.407392
4168_at	2.18e-01	4.02e-02	2.1713976	-4.20124	0.5703243
10840_at	2.18e-01	4.02e-02	2.1711367	-4.201715	0.8885578
112939_at	2.18e-01	4.02e-02	-2.1710753	-4.201827	-0.4712049
54471_at	2.18e-01	4.02e-02	-2.1708848	-4.202174	-0.4183893
84302_at	2.18e-01	4.02e-02	-2.170803	-4.202323	-0.5579726
391107_at	2.18e-01	4.02e-02	-2.1707208	-4.202473	-0.4742627
729678_at	2.18e-01	4.02e-02	-2.1705867	-4.202717	-0.5480903
26240_at	2.18e-01	4.03e-02	2.1701749	-4.203467	0.4105851
1233_at	2.18e-01	4.03e-02	-2.1699584	-4.203862	-0.767339
3308_at	2.18e-01	4.03e-02	-2.1697265	-4.204284	-0.3201563
377841_at	2.18e-01	4.03e-02	2.1695264	-4.204648	0.3826442
126282_at	2.18e-01	4.03e-02	-2.1693948	-4.204888	-0.3375874
7920_at	2.18e-01	4.04e-02	-2.1693758	-4.204923	-0.3976289
26259_at	2.18e-01	4.04e-02	-2.1693425	-4.204983	-0.4843897
100423002_at	2.18e-01	4.04e-02	-2.1692624	-4.205129	-0.5589891
283417_at	2.18e-01	4.04e-02	2.1691289	-4.205372	0.8889801
8335_at	2.18e-01	4.04e-02	-2.169057	-4.205503	-0.469565
1356_at	2.18e-01	4.04e-02	-2.1690475	-4.20552	-0.8665998
1404_at	2.18e-01	4.04e-02	-2.1689997	-4.205608	-0.8887756
51265_at	2.18e-01	4.04e-02	2.1688382	-4.205902	0.5628812
761_at	2.18e-01	4.04e-02	2.1687844	-4.206	0.4569653
113146_at	2.18e-01	4.04e-02	-2.168769	-4.206028	-0.6531099
2683_at	2.18e-01	4.05e-02	-2.1679111	-4.207589	-0.418631
169026_at	2.18e-01	4.05e-02	2.1676742	-4.208021	0.3648616
10785_at	2.18e-01	4.05e-02	-2.1675089	-4.208322	-0.3658935
26059_at	2.18e-01	4.05e-02	2.167414	-4.208494	0.5564032
3707_at	2.19e-01	4.06e-02	-2.1668337	-4.20955	-0.6960186
9221_at	2.19e-01	4.06e-02	-2.1665963	-4.209982	-0.4013119
23431_at	2.19e-01	4.06e-02	-2.1662958	-4.210529	-0.5165137
10856_at	2.19e-01	4.06e-02	-2.1662851	-4.210549	-0.432907
339327_at	2.19e-01	4.06e-02	2.1661191	-4.210851	0.5175693
90441_at	2.19e-01	4.06e-02	-2.1659422	-4.211172	-0.3800624
4867_at	2.19e-01	4.07e-02	2.1656453	-4.211713	0.6784051
80230_at	2.19e-01	4.07e-02	-2.1655397	-4.211905	-0.3464467
80852_at	2.19e-01	4.07e-02	-2.1650522	-4.212791	-0.4459515
101928030_at	2.19e-01	4.07e-02	2.1650509	-4.212794	0.3547509
26809_at	2.19e-01	4.07e-02	2.1649772	-4.212928	0.8240929
7067_at	2.19e-01	4.07e-02	-2.1648059	-4.213239	-0.6241599
6288_at	2.19e-01	4.08e-02	-2.1646492	-4.213524	-1.3867721
728323_at	2.19e-01	4.08e-02	2.1641762	-4.214384	1.0936644
8825_at	2.19e-01	4.08e-02	2.16411	-4.214505	0.6395065
79154_at	2.19e-01	4.08e-02	2.1640023	-4.2147	0.5922761
101928108_at	2.19e-01	4.08e-02	-2.1639586	-4.21478	-0.3170044
100505964_at	2.19e-01	4.08e-02	2.1639001	-4.214886	0.6146955
283_at	2.19e-01	4.08e-02	2.1638328	-4.215009	0.8389748
583_at	2.19e-01	4.08e-02	2.1637656	-4.215131	0.4406824
101927659_at	2.19e-01	4.08e-02	2.1637536	-4.215153	0.6023928
85315_at	2.19e-01	4.08e-02	-2.1636733	-4.215299	-0.7384774
80335_at	2.19e-01	4.08e-02	-2.1636276	-4.215382	-0.4557368
692206_at	2.19e-01	4.09e-02	2.1633057	-4.215967	0.7194438
3482_at	2.19e-01	4.09e-02	-2.1631121	-4.216319	-0.4106554
341640_at	2.19e-01	4.09e-02	2.1628578	-4.216781	0.9745109
387496_at	2.19e-01	4.09e-02	-2.1627884	-4.216907	-0.6438731
100337591_at	2.19e-01	4.09e-02	2.1627333	-4.217007	1.2115638
390078_at	2.19e-01	4.09e-02	2.162538	-4.217362	0.4610229
56940_at	2.19e-01	4.10e-02	-2.1623136	-4.21777	-0.5253677
9179_at	2.19e-01	4.10e-02	-2.1622822	-4.217827	-1.0586381
677794_at	2.19e-01	4.10e-02	2.1622165	-4.217946	0.6980651
92856_at	2.19e-01	4.10e-02	-2.1620958	-4.218166	-0.4744634
26740_at	2.19e-01	4.10e-02	-2.161919	-4.218487	-0.3105498
92293_at	2.19e-01	4.10e-02	-2.161678	-4.218925	-0.3904061
4974_at	2.19e-01	4.10e-02	2.1614908	-4.219265	0.4663707
10124_at	2.20e-01	4.11e-02	2.1610278	-4.220106	0.5333719
387680_at	2.20e-01	4.11e-02	-2.1607868	-4.220544	-0.420952
283120_at	2.20e-01	4.11e-02	-2.1607802	-4.220556	-0.650593
28956_at	2.20e-01	4.11e-02	-2.160578	-4.220923	-0.4779922
113510_at	2.20e-01	4.11e-02	2.1603772	-4.221288	0.4192958
8590_at	2.20e-01	4.12e-02	2.1597871	-4.222359	0.3448507
9526_at	2.20e-01	4.12e-02	-2.15962	-4.222663	-0.5534226
664_at	2.20e-01	4.12e-02	2.1593706	-4.223116	0.517179
