ID	adj.P.Val	P.Value	t	B	logFC
390142_at	9.46e-01	8.42e-01	0.2012208	-6.351014	0.0385033
6910_at	9.46e-01	8.42e-01	-0.2011729	-6.351024	-0.0306222
101927914_at	9.46e-01	8.42e-01	0.201165	-6.351026	0.0350266
2002_at	9.46e-01	8.42e-01	0.2011641	-6.351026	0.0754725
8875_at	9.46e-01	8.42e-01	0.2011611	-6.351027	0.0714505
54888_at	9.46e-01	8.42e-01	-0.2011039	-6.351038	-0.0475026
100507657_at	9.46e-01	8.42e-01	-0.2010726	-6.351045	-0.0341364
84923_at	9.46e-01	8.42e-01	0.2009836	-6.351063	0.0398878
55035_at	9.46e-01	8.43e-01	0.2008572	-6.351088	0.0382057
100130348_at	9.46e-01	8.43e-01	-0.2008205	-6.351096	-0.0355173
101929406_at	9.46e-01	8.43e-01	-0.2008139	-6.351097	-0.0313452
284116_at	9.46e-01	8.43e-01	-0.2007943	-6.351101	-0.0458155
644794_at	9.46e-01	8.43e-01	-0.200784	-6.351103	-0.0674904
101927143_at	9.46e-01	8.43e-01	-0.2007033	-6.35112	-0.0431476
101929680_at	9.46e-01	8.43e-01	-0.2006473	-6.351131	-0.044459
101927692_at	9.46e-01	8.43e-01	-0.2006449	-6.351131	-0.036441
85465_at	9.46e-01	8.43e-01	-0.2006022	-6.35114	-0.0655555
3118_at	9.46e-01	8.43e-01	-0.2005841	-6.351144	-0.0656911
100500911_at	9.46e-01	8.43e-01	0.2005523	-6.35115	0.052782
100131691_at	9.46e-01	8.43e-01	-0.2002204	-6.351217	-0.0422299
100505687_at	9.46e-01	8.43e-01	-0.2001299	-6.351236	-0.0503339
283298_at	9.46e-01	8.43e-01	0.2000039	-6.351261	0.0611187
375318_at	9.46e-01	8.43e-01	-0.1999973	-6.351263	-0.0719158
400128_at	9.47e-01	8.43e-01	0.1999281	-6.351277	0.0628778
8773_at	9.47e-01	8.43e-01	0.1997601	-6.35131	0.0403259
246126_at	9.47e-01	8.43e-01	-0.1997257	-6.351317	-0.1336823
51321_at	9.47e-01	8.43e-01	0.1997069	-6.351321	0.0296359
100033451_at	9.47e-01	8.43e-01	0.1996741	-6.351328	0.0241446
4711_at	9.47e-01	8.43e-01	-0.1996314	-6.351336	-0.0360664
8386_at	9.47e-01	8.43e-01	0.199627	-6.351337	0.0510969
91522_at	9.47e-01	8.44e-01	0.1995901	-6.351345	0.033853
101928287_at	9.47e-01	8.44e-01	0.1994228	-6.351379	0.0393746
8611_at	9.47e-01	8.44e-01	0.1993901	-6.351385	0.0310216
10255_at	9.47e-01	8.44e-01	-0.1992656	-6.35141	-0.0373089
112611_at	9.47e-01	8.44e-01	0.199049	-6.351454	0.0698168
7442_at	9.47e-01	8.44e-01	-0.1990399	-6.351456	-0.0354735
5861_at	9.47e-01	8.44e-01	-0.1989053	-6.351483	-0.0260162
101927551_at	9.47e-01	8.44e-01	-0.1988526	-6.351493	-0.0470623
55193_at	9.47e-01	8.44e-01	-0.1988063	-6.351503	-0.0351674
8263_at	9.47e-01	8.44e-01	0.1987223	-6.351519	0.0599202
101515984_at	9.47e-01	8.44e-01	0.1986706	-6.35153	0.0522533
7857_at	9.47e-01	8.44e-01	-0.1985721	-6.35155	-0.0338577
388394_at	9.47e-01	8.44e-01	-0.1984195	-6.35158	-0.0763622
2847_at	9.47e-01	8.44e-01	-0.1984152	-6.351581	-0.0360745
100505534_at	9.47e-01	8.44e-01	-0.1983235	-6.351599	-0.0304266
100507058_at	9.47e-01	8.45e-01	0.198198	-6.351625	0.0417075
317716_at	9.47e-01	8.45e-01	0.1981641	-6.351631	0.034724
146857_at	9.47e-01	8.45e-01	-0.1981625	-6.351632	-0.0414414
100287227_at	9.47e-01	8.45e-01	0.1981412	-6.351636	0.0469413
120586_at	9.47e-01	8.45e-01	-0.198111	-6.351642	-0.043238
705_at	9.47e-01	8.45e-01	0.1980099	-6.351662	0.0511153
439927_at	9.47e-01	8.45e-01	-0.1979757	-6.351669	-0.0421971
100505912_at	9.47e-01	8.45e-01	-0.1978487	-6.351695	-0.037207
282616_at	9.47e-01	8.45e-01	0.1977341	-6.351717	0.0445188
100689074_at	9.47e-01	8.45e-01	0.197625	-6.351739	0.0356153
441911_at	9.47e-01	8.45e-01	0.1975315	-6.351758	0.0359806
5030_at	9.47e-01	8.45e-01	-0.1974856	-6.351767	-0.0396044
348801_at	9.47e-01	8.45e-01	-0.1974572	-6.351773	-0.061184
145508_at	9.47e-01	8.45e-01	0.1974166	-6.351781	0.0454187
5091_at	9.47e-01	8.45e-01	-0.1973957	-6.351785	-0.0491048
2195_at	9.47e-01	8.45e-01	0.1972802	-6.351808	0.0378673
83546_at	9.47e-01	8.45e-01	-0.1970574	-6.351852	-0.0332976
94023_at	9.47e-01	8.46e-01	-0.1969299	-6.351878	-0.1110911
11186_at	9.47e-01	8.46e-01	0.1968909	-6.351886	0.0611966
147372_at	9.47e-01	8.46e-01	-0.1968862	-6.351887	-0.0797702
9913_at	9.47e-01	8.46e-01	0.1968224	-6.351899	0.0356874
375759_at	9.47e-01	8.46e-01	0.1967315	-6.351917	0.0509219
101669767_at	9.47e-01	8.46e-01	-0.1966545	-6.351933	-0.0383063
654346_at	9.47e-01	8.46e-01	0.1966354	-6.351936	0.0698344
392288_at	9.47e-01	8.46e-01	-0.196463	-6.351971	-0.0364793
442459_at	9.47e-01	8.46e-01	-0.1964602	-6.351971	-0.0317681
100128653_at	9.47e-01	8.46e-01	0.1963791	-6.351987	0.0596812
54496_at	9.47e-01	8.46e-01	-0.1963283	-6.351997	-0.0318862
84067_at	9.47e-01	8.46e-01	0.1963074	-6.352002	0.0478571
3909_at	9.47e-01	8.46e-01	-0.196177	-6.352027	-0.0610002
730755_at	9.47e-01	8.46e-01	-0.1961747	-6.352028	-0.0537888
57191_at	9.47e-01	8.46e-01	0.1961307	-6.352037	0.0448578
284379_at	9.47e-01	8.46e-01	-0.1960992	-6.352043	-0.0405297
100652997_at	9.47e-01	8.46e-01	-0.1960974	-6.352043	-0.072112
574501_at	9.47e-01	8.46e-01	-0.1960332	-6.352056	-0.0407584
2853_at	9.47e-01	8.46e-01	0.1960019	-6.352062	0.0666616
607_at	9.47e-01	8.46e-01	-0.1959905	-6.352064	-0.0440184
101927372_at	9.47e-01	8.46e-01	0.1959113	-6.35208	0.0438703
2733_at	9.47e-01	8.46e-01	-0.1959027	-6.352082	-0.042968
55352_at	9.47e-01	8.46e-01	-0.1958942	-6.352083	-0.0325302
84750_at	9.48e-01	8.47e-01	-0.1956491	-6.352132	-0.0558963
101927056_at	9.48e-01	8.47e-01	0.1956412	-6.352134	0.0407055
5100_at	9.48e-01	8.47e-01	0.1956207	-6.352138	0.0345567
81392_at	9.48e-01	8.47e-01	-0.1955723	-6.352147	-0.0492137
100422982_at	9.48e-01	8.47e-01	-0.1955492	-6.352152	-0.0288794
100124540_at	9.48e-01	8.47e-01	0.1954063	-6.35218	0.0438807
101927792_at	9.48e-01	8.47e-01	-0.195405	-6.35218	-0.0373117
102723581_at	9.48e-01	8.47e-01	0.1953791	-6.352185	0.0726796
56623_at	9.48e-01	8.47e-01	-0.1952352	-6.352214	-0.0464395
10490_at	9.48e-01	8.47e-01	-0.1952324	-6.352214	-0.0264822
100616201_at	9.48e-01	8.47e-01	0.1952265	-6.352215	0.035698
7123_at	9.48e-01	8.47e-01	-0.1952138	-6.352218	-0.0399175
10725_at	9.48e-01	8.47e-01	-0.1951809	-6.352224	-0.0430727
51371_at	9.48e-01	8.47e-01	0.1951777	-6.352225	0.0270834
100996291_at	9.48e-01	8.47e-01	0.1949845	-6.352263	0.0365187
2820_at	9.48e-01	8.47e-01	-0.1948057	-6.352298	-0.0646826
4948_at	9.48e-01	8.47e-01	-0.1946525	-6.352329	-0.0374654
730152_at	9.48e-01	8.47e-01	-0.1946301	-6.352333	-0.0391308
10370_at	9.48e-01	8.47e-01	-0.1945295	-6.352353	-0.0411857
167555_at	9.48e-01	8.47e-01	-0.1945227	-6.352354	-0.0849277
54576_at	9.48e-01	8.47e-01	-0.1944502	-6.352368	-0.0691172
115704_at	9.48e-01	8.48e-01	-0.1944223	-6.352374	-0.0546035
84953_at	9.48e-01	8.48e-01	-0.1941631	-6.352425	-0.0387717
101929976_at	9.48e-01	8.48e-01	-0.1941027	-6.352437	-0.0342209
9611_at	9.48e-01	8.48e-01	-0.1940311	-6.352451	-0.027689
10262_at	9.48e-01	8.48e-01	-0.1939784	-6.352461	-0.0444464
7580_at	9.48e-01	8.48e-01	-0.1939568	-6.352465	-0.0442498
6872_at	9.48e-01	8.48e-01	-0.1939068	-6.352475	-0.0653641
102723953_at	9.48e-01	8.48e-01	-0.1938565	-6.352485	-0.0343133
27342_at	9.48e-01	8.48e-01	0.1937842	-6.352499	0.0502588
3761_at	9.48e-01	8.48e-01	-0.1937657	-6.352503	-0.0379185
55511_at	9.48e-01	8.48e-01	-0.1937343	-6.352509	-0.024372
8693_at	9.48e-01	8.48e-01	-0.19372	-6.352512	-0.1387463
7018_at	9.48e-01	8.48e-01	-0.1936308	-6.352529	-0.0343004
284759_at	9.48e-01	8.48e-01	0.1935706	-6.352541	0.0425
10036_at	9.48e-01	8.48e-01	0.1935354	-6.352548	0.0479841
406989_at	9.48e-01	8.48e-01	-0.1935293	-6.352549	-0.0505269
9374_at	9.48e-01	8.48e-01	0.1934997	-6.352555	0.0655996
406912_at	9.48e-01	8.48e-01	-0.1934795	-6.352559	-0.0357071
574491_at	9.48e-01	8.48e-01	0.1934753	-6.352559	0.0454196
55164_at	9.48e-01	8.48e-01	0.1934743	-6.35256	0.0436669
205717_at	9.48e-01	8.48e-01	0.1934719	-6.35256	0.0415526
100169851_at	9.48e-01	8.48e-01	-0.1934397	-6.352566	-0.0276023
645339_at	9.48e-01	8.48e-01	-0.1932387	-6.352606	-0.0360444
347365_at	9.48e-01	8.48e-01	-0.1932281	-6.352608	-0.0406859
10767_at	9.48e-01	8.48e-01	-0.1932206	-6.352609	-0.041133
55388_at	9.48e-01	8.48e-01	-0.1931718	-6.352619	-0.0500558
100423016_at	9.48e-01	8.49e-01	-0.1931363	-6.352626	-0.0826967
79086_at	9.48e-01	8.49e-01	-0.1930863	-6.352635	-0.0620943
100507163_at	9.48e-01	8.49e-01	-0.1928305	-6.352685	-0.027698
619434_at	9.48e-01	8.49e-01	-0.1928211	-6.352687	-0.045585
100505635_at	9.48e-01	8.49e-01	-0.1927277	-6.352705	-0.0492904
9836_at	9.48e-01	8.49e-01	-0.1927245	-6.352706	-0.0477547
101928565_at	9.48e-01	8.49e-01	-0.1927237	-6.352706	-0.0481199
101928283_at	9.48e-01	8.49e-01	-0.1926865	-6.352713	-0.0355108
100422979_at	9.48e-01	8.49e-01	0.1926723	-6.352716	0.1244613
100500896_at	9.48e-01	8.49e-01	0.1925446	-6.352741	0.0326488
51188_at	9.48e-01	8.49e-01	-0.1924996	-6.35275	-0.0524331
50943_at	9.48e-01	8.49e-01	-0.1922201	-6.352804	-0.0381139
3263_at	9.48e-01	8.49e-01	0.1922132	-6.352806	0.0419402
91647_at	9.48e-01	8.49e-01	0.1921087	-6.352826	0.0490325
11172_at	9.48e-01	8.49e-01	-0.1919332	-6.35286	-0.0464947
100506929_at	9.48e-01	8.49e-01	-0.1919098	-6.352864	-0.035921
149461_at	9.48e-01	8.49e-01	0.1918558	-6.352875	0.0305225
4299_at	9.48e-01	8.50e-01	-0.1916052	-6.352923	-0.029947
7108_at	9.49e-01	8.50e-01	-0.1915551	-6.352933	-0.0596859
57595_at	9.49e-01	8.50e-01	-0.1914675	-6.35295	-0.0346323
1103_at	9.49e-01	8.50e-01	-0.1914497	-6.352954	-0.0499462
440456_at	9.49e-01	8.50e-01	0.1912754	-6.352987	0.0969646
693188_at	9.49e-01	8.50e-01	-0.19123	-6.352996	-0.0433561
23062_at	9.49e-01	8.50e-01	-0.1912071	-6.353	-0.0412007
57691_at	9.49e-01	8.50e-01	0.1911827	-6.353005	0.056972
51663_at	9.49e-01	8.50e-01	-0.1911024	-6.353021	-0.0302807
53345_at	9.49e-01	8.50e-01	0.1910253	-6.353036	0.0520973
79413_at	9.49e-01	8.50e-01	-0.1908157	-6.353076	-0.0691655
145645_at	9.49e-01	8.50e-01	0.190785	-6.353082	0.0377059
342977_at	9.49e-01	8.50e-01	-0.1907229	-6.353094	-0.0381206
163786_at	9.49e-01	8.50e-01	0.190639	-6.35311	0.0669394
341567_at	9.49e-01	8.50e-01	-0.1906149	-6.353115	-0.0314086
55634_at	9.49e-01	8.51e-01	-0.1905448	-6.353128	-0.0724052
101060264_at	9.49e-01	8.51e-01	-0.1905158	-6.353134	-0.0881853
102724943_at	9.49e-01	8.51e-01	-0.1904267	-6.353151	-0.0368141
442361_at	9.49e-01	8.51e-01	-0.1904206	-6.353152	-0.0673454
27178_at	9.49e-01	8.51e-01	-0.1901711	-6.3532	-0.0341382
100652901_at	9.49e-01	8.51e-01	0.1900481	-6.353224	0.0845905
10485_at	9.49e-01	8.51e-01	0.1899455	-6.353244	0.0377162
1964_at	9.49e-01	8.51e-01	-0.189919	-6.353249	-0.0456218
644672_at	9.49e-01	8.51e-01	-0.1898632	-6.353259	-0.0389694
79894_at	9.49e-01	8.51e-01	-0.189818	-6.353268	-0.0399904
284348_at	9.49e-01	8.51e-01	-0.1897821	-6.353275	-0.0330039
101929188_at	9.49e-01	8.51e-01	-0.189762	-6.353279	-0.0414323
56344_at	9.49e-01	8.51e-01	-0.189726	-6.353286	-0.0329194
254887_at	9.49e-01	8.51e-01	-0.1895394	-6.353321	-0.0534505
102724329_at	9.49e-01	8.51e-01	0.189527	-6.353324	0.0628105
9290_at	9.49e-01	8.51e-01	-0.1895239	-6.353324	-0.0429599
118987_at	9.49e-01	8.51e-01	0.1894176	-6.353345	0.0317955
100505727_at	9.49e-01	8.51e-01	-0.1893549	-6.353357	-0.0383871
9079_at	9.49e-01	8.51e-01	-0.1893017	-6.353367	-0.0475991
406990_at	9.49e-01	8.52e-01	-0.1892037	-6.353386	-0.027868
5378_at	9.49e-01	8.52e-01	-0.1891648	-6.353393	-0.0554575
100009613_at	9.49e-01	8.52e-01	-0.189155	-6.353395	-0.0429282
9605_at	9.49e-01	8.52e-01	0.1889969	-6.353425	0.0483612
55152_at	9.49e-01	8.52e-01	-0.1888652	-6.35345	-0.0315194
100128055_at	9.49e-01	8.52e-01	-0.1888414	-6.353455	-0.0331487
165721_at	9.49e-01	8.52e-01	0.1888364	-6.353456	0.0354949
399818_at	9.49e-01	8.52e-01	0.188834	-6.353456	0.0419841
344454_at	9.49e-01	8.52e-01	-0.188684	-6.353485	-0.0205939
645682_at	9.49e-01	8.52e-01	0.188574	-6.353506	0.0497801
81627_at	9.49e-01	8.52e-01	-0.1885491	-6.353511	-0.0363062
245928_at	9.49e-01	8.52e-01	0.1885438	-6.353512	0.0316627
165530_at	9.49e-01	8.52e-01	-0.1885187	-6.353516	-0.0324786
55604_at	9.49e-01	8.52e-01	0.1884215	-6.353535	0.0573322
9939_at	9.49e-01	8.52e-01	-0.1883818	-6.353543	-0.0332713
10584_at	9.49e-01	8.52e-01	-0.1883177	-6.353555	-0.0408561
690_at	9.49e-01	8.52e-01	-0.1882442	-6.353569	-0.040124
26154_at	9.49e-01	8.52e-01	-0.1881875	-6.35358	-0.0214935
116224_at	9.49e-01	8.52e-01	-0.1881701	-6.353583	-0.0354816
286442_at	9.49e-01	8.52e-01	0.1881384	-6.353589	0.0302017
5473_at	9.49e-01	8.52e-01	-0.1881091	-6.353594	-0.1108168
282770_at	9.49e-01	8.52e-01	-0.1880745	-6.353601	-0.0448074
284098_at	9.49e-01	8.52e-01	0.1880514	-6.353605	0.0401358
6620_at	9.49e-01	8.53e-01	-0.1879109	-6.353632	-0.0295903
100128927_at	9.49e-01	8.53e-01	0.1879064	-6.353633	0.0621844
51308_at	9.49e-01	8.53e-01	-0.1878622	-6.353641	-0.0529217
100996288_at	9.49e-01	8.53e-01	0.1877911	-6.353655	0.0323352
1795_at	9.49e-01	8.53e-01	-0.1877327	-6.353666	-0.0346441
2056_at	9.49e-01	8.53e-01	0.1876288	-6.353686	0.0269921
23185_at	9.49e-01	8.53e-01	-0.1875932	-6.353692	-0.0332223
284111_at	9.49e-01	8.53e-01	-0.1873664	-6.353735	-0.0757821
113278_at	9.49e-01	8.53e-01	-0.1873084	-6.353746	-0.0624201
121536_at	9.49e-01	8.53e-01	0.1872753	-6.353753	0.0302142
220213_at	9.49e-01	8.53e-01	0.1872702	-6.353754	0.0287335
400831_at	9.49e-01	8.53e-01	-0.1872513	-6.353757	-0.0554429
3990_at	9.49e-01	8.53e-01	-0.1871732	-6.353772	-0.0810993
201305_at	9.49e-01	8.53e-01	0.1870858	-6.353789	0.0327249
3770_at	9.49e-01	8.53e-01	0.1870174	-6.353801	0.0385881
102724301_at	9.49e-01	8.53e-01	0.1869654	-6.353811	0.0373893
142689_at	9.49e-01	8.53e-01	-0.1869526	-6.353814	-0.0433595
102724452_at	9.50e-01	8.53e-01	0.1868337	-6.353836	0.0286777
574466_at	9.50e-01	8.53e-01	0.1867429	-6.353853	0.0256015
170689_at	9.50e-01	8.53e-01	0.186707	-6.35386	0.0469023
64396_at	9.50e-01	8.54e-01	-0.186606	-6.353879	-0.0393759
399876_at	9.50e-01	8.54e-01	-0.1866058	-6.353879	-0.0373979
90102_at	9.50e-01	8.54e-01	0.186552	-6.353889	0.0281809
260434_at	9.50e-01	8.54e-01	0.1865359	-6.353892	0.0450995
100616176_at	9.50e-01	8.54e-01	-0.1865343	-6.353893	-0.0405296
3219_at	9.50e-01	8.54e-01	0.1864697	-6.353905	0.0491583
574504_at	9.50e-01	8.54e-01	-0.186315	-6.353934	-0.0572506
100423039_at	9.50e-01	8.54e-01	-0.1862188	-6.353952	-0.0583502
10683_at	9.50e-01	8.54e-01	-0.1861929	-6.353957	-0.0269034
92211_at	9.50e-01	8.54e-01	-0.186081	-6.353978	-0.0317788
83447_at	9.50e-01	8.54e-01	0.1860399	-6.353986	0.0311681
9025_at	9.50e-01	8.54e-01	0.1860338	-6.353987	0.0384622
28753_at	9.50e-01	8.54e-01	0.1860179	-6.35399	0.0300208
11146_at	9.50e-01	8.54e-01	-0.1858854	-6.354015	-0.0619074
102723768_at	9.50e-01	8.54e-01	-0.1858596	-6.35402	-0.036924
153910_at	9.50e-01	8.54e-01	0.1858587	-6.35402	0.0428057
160492_at	9.50e-01	8.54e-01	0.185764	-6.354038	0.0341828
100874158_at	9.50e-01	8.54e-01	0.1857575	-6.354039	0.0432105
442186_at	9.50e-01	8.54e-01	0.1857329	-6.354043	0.0248086
5928_at	9.50e-01	8.54e-01	-0.1857197	-6.354046	-0.0347579
11317_at	9.50e-01	8.54e-01	-0.1856544	-6.354058	-0.0388967
1207_at	9.50e-01	8.54e-01	0.1855504	-6.354078	0.0403588
26248_at	9.50e-01	8.54e-01	0.1855385	-6.35408	0.0491618
158763_at	9.50e-01	8.54e-01	-0.185532	-6.354081	-0.0264552
284233_at	9.50e-01	8.55e-01	0.1852867	-6.354127	0.0417253
123041_at	9.50e-01	8.55e-01	-0.1852279	-6.354138	-0.0453736
101926911_at	9.50e-01	8.55e-01	0.1851942	-6.354144	0.0280654
503497_at	9.50e-01	8.55e-01	-0.1851488	-6.354153	-0.0268252
100996318_at	9.50e-01	8.55e-01	0.1850341	-6.354174	0.0778067
643355_at	9.50e-01	8.55e-01	-0.1849942	-6.354182	-0.0395081
10209_at	9.50e-01	8.55e-01	-0.184929	-6.354194	-0.0238878
101929688_at	9.50e-01	8.55e-01	0.1848893	-6.354202	0.0332563
29947_at	9.50e-01	8.55e-01	0.1846457	-6.354247	0.0441673
116369_at	9.50e-01	8.55e-01	0.1846265	-6.354251	0.0339255
10723_at	9.50e-01	8.55e-01	-0.1846136	-6.354253	-0.0718251
728743_at	9.50e-01	8.55e-01	-0.1845705	-6.354261	-0.0569532
100506937_at	9.50e-01	8.55e-01	-0.184569	-6.354261	-0.0249236
283875_at	9.50e-01	8.55e-01	-0.1844601	-6.354282	-0.0302159
81545_at	9.50e-01	8.55e-01	0.1844089	-6.354291	0.0336474
3185_at	9.50e-01	8.55e-01	-0.1842324	-6.354324	-0.0350392
10190_at	9.50e-01	8.55e-01	0.1841644	-6.354337	0.0571491
166929_at	9.50e-01	8.55e-01	0.1841432	-6.354341	0.0487661
3851_at	9.50e-01	8.55e-01	-0.1841408	-6.354341	-0.0315978
7099_at	9.50e-01	8.56e-01	0.1839785	-6.354371	0.0457486
80224_at	9.50e-01	8.56e-01	0.1839682	-6.354373	0.0427154
394263_at	9.50e-01	8.56e-01	0.1839614	-6.354375	0.0251406
171483_at	9.50e-01	8.56e-01	0.1838924	-6.354387	0.0399485
892_at	9.50e-01	8.56e-01	-0.1838097	-6.354403	-0.0406591
168451_at	9.50e-01	8.56e-01	-0.1835006	-6.35446	-0.0325172
58513_at	9.51e-01	8.56e-01	0.1830902	-6.354536	0.0343127
100873945_at	9.51e-01	8.56e-01	0.1829994	-6.354553	0.0420023
101929485_at	9.51e-01	8.56e-01	0.1829545	-6.354561	0.0354089
399668_at	9.51e-01	8.56e-01	-0.1829454	-6.354563	-0.0420276
81127_at	9.51e-01	8.56e-01	0.182899	-6.354572	0.0540553
5481_at	9.51e-01	8.56e-01	-0.1828888	-6.354573	-0.0380377
347404_at	9.51e-01	8.56e-01	0.1828696	-6.354577	0.0299681
91_at	9.51e-01	8.57e-01	0.1827244	-6.354604	0.0393418
284114_at	9.51e-01	8.57e-01	-0.18256	-6.354634	-0.0403928
8079_at	9.51e-01	8.57e-01	-0.1825204	-6.354641	-0.057317
101928431_at	9.51e-01	8.57e-01	-0.1825097	-6.354643	-0.033333
25841_at	9.51e-01	8.57e-01	0.1824832	-6.354648	0.0433464
83872_at	9.51e-01	8.57e-01	-0.1824305	-6.354658	-0.0219436
101928455_at	9.51e-01	8.57e-01	-0.182366	-6.35467	-0.0308322
389203_at	9.51e-01	8.57e-01	-0.182221	-6.354697	-0.0430984
6141_at	9.51e-01	8.57e-01	-0.1821044	-6.354718	-0.024757
101927007_at	9.51e-01	8.57e-01	0.1820027	-6.354737	0.038619
100507500_at	9.51e-01	8.57e-01	0.1819641	-6.354744	0.039969
8074_at	9.51e-01	8.57e-01	-0.1819393	-6.354749	-0.0306503
83723_at	9.51e-01	8.57e-01	0.1817437	-6.354785	0.0372837
90649_at	9.51e-01	8.57e-01	-0.1816117	-6.354809	-0.0675686
284185_at	9.51e-01	8.57e-01	-0.181589	-6.354813	-0.0309792
648791_at	9.51e-01	8.57e-01	-0.181566	-6.354817	-0.0357883
51619_at	9.51e-01	8.58e-01	0.1814618	-6.354836	0.0694275
503835_at	9.51e-01	8.58e-01	0.1814066	-6.354846	0.0376596
220032_at	9.51e-01	8.58e-01	0.1812156	-6.354881	0.0256388
101928616_at	9.51e-01	8.58e-01	-0.1811819	-6.354888	-0.0438956
102724554_at	9.51e-01	8.58e-01	0.1810875	-6.354905	0.0308069
102724233_at	9.51e-01	8.58e-01	0.1807679	-6.354963	0.0443299
100507391_at	9.51e-01	8.58e-01	-0.1807186	-6.354972	-0.0252876
3151_at	9.52e-01	8.58e-01	-0.1805157	-6.355009	-0.0879592
27130_at	9.52e-01	8.58e-01	-0.1805085	-6.355011	-0.0462373
123355_at	9.52e-01	8.58e-01	0.1803881	-6.355033	0.047343
55166_at	9.52e-01	8.58e-01	0.1803184	-6.355045	0.0480122
6908_at	9.52e-01	8.59e-01	0.1801769	-6.355071	0.0410882
102503429_at	9.52e-01	8.59e-01	-0.1801623	-6.355074	-0.0271731
693178_at	9.52e-01	8.59e-01	0.1800706	-6.355091	0.0450884
54075_at	9.52e-01	8.59e-01	0.1799618	-6.35511	0.0387491
101929559_at	9.52e-01	8.59e-01	0.1798175	-6.355137	0.03992
100128252_at	9.52e-01	8.59e-01	0.1797596	-6.355147	0.0376577
442896_at	9.52e-01	8.59e-01	-0.1796229	-6.355172	-0.0632899
100616322_at	9.52e-01	8.59e-01	0.1796071	-6.355175	0.0436539
9133_at	9.52e-01	8.59e-01	-0.1795918	-6.355178	-0.0638994
729506_at	9.52e-01	8.59e-01	0.179586	-6.355179	0.0297267
9_at	9.52e-01	8.59e-01	0.1794695	-6.3552	0.0326015
100289673_at	9.52e-01	8.59e-01	-0.1794045	-6.355212	-0.0249718
389715_at	9.52e-01	8.59e-01	-0.1793599	-6.35522	-0.0370152
147744_at	9.52e-01	8.59e-01	-0.1793395	-6.355223	-0.0332091
1434_at	9.52e-01	8.59e-01	-0.1792972	-6.355231	-0.0216428
221476_at	9.52e-01	8.59e-01	-0.17928	-6.355234	-0.0495273
102724027_at	9.52e-01	8.59e-01	0.1792784	-6.355234	0.039398
28892_at	9.52e-01	8.59e-01	-0.1792496	-6.35524	-0.0346364
144577_at	9.52e-01	8.59e-01	0.1792171	-6.355246	0.0482707
100128378_at	9.52e-01	8.59e-01	-0.1791883	-6.355251	-0.027111
83658_at	9.52e-01	8.59e-01	0.1791177	-6.355264	0.0256777
100533177_at	9.52e-01	8.59e-01	0.1791025	-6.355266	0.0347634
286002_at	9.52e-01	8.59e-01	-0.1790638	-6.355273	-0.0423168
129787_at	9.52e-01	8.59e-01	-0.1789645	-6.355291	-0.0604189
64170_at	9.52e-01	8.60e-01	-0.1788375	-6.355314	-0.0448193
6632_at	9.52e-01	8.60e-01	-0.1787739	-6.355326	-0.0401765
81788_at	9.52e-01	8.60e-01	-0.1786409	-6.35535	-0.0507851
254312_at	9.52e-01	8.60e-01	-0.1786242	-6.355353	-0.0300416
643406_at	9.52e-01	8.60e-01	-0.1785639	-6.355364	-0.0389785
431707_at	9.52e-01	8.60e-01	0.178502	-6.355375	0.0274653
100506895_at	9.52e-01	8.60e-01	0.1784945	-6.355376	0.0238889
9172_at	9.52e-01	8.60e-01	-0.1784675	-6.355381	-0.0485872
7432_at	9.52e-01	8.60e-01	0.178355	-6.355401	0.0282506
65009_at	9.52e-01	8.60e-01	-0.1781344	-6.355441	-0.0412208
100303755_at	9.52e-01	8.60e-01	-0.1780757	-6.355452	-0.0811477
7702_at	9.52e-01	8.60e-01	-0.1780232	-6.355461	-0.0427348
345462_at	9.52e-01	8.60e-01	-0.1780062	-6.355464	-0.0436077
51016_at	9.52e-01	8.60e-01	-0.1780007	-6.355465	-0.0425646
101928614_at	9.53e-01	8.61e-01	0.1773112	-6.355589	0.043534
84552_at	9.53e-01	8.61e-01	0.1772495	-6.3556	0.0651486
84539_at	9.53e-01	8.61e-01	-0.1771422	-6.355619	-0.0300639
57684_at	9.53e-01	8.61e-01	0.1770633	-6.355633	0.0595725
28655_at	9.53e-01	8.61e-01	-0.1770274	-6.35564	-0.0424902
101929210_at	9.53e-01	8.61e-01	-0.177	-6.355645	-0.0284023
100874203_at	9.53e-01	8.61e-01	-0.176822	-6.355677	-0.051501
353288_at	9.53e-01	8.61e-01	-0.1767652	-6.355687	-0.0274839
23291_at	9.53e-01	8.61e-01	0.1767609	-6.355688	0.0403319
646268_at	9.53e-01	8.61e-01	0.1767582	-6.355688	0.0343917
101929187_at	9.53e-01	8.61e-01	-0.1766436	-6.355709	-0.0563465
152195_at	9.53e-01	8.61e-01	-0.1765759	-6.355721	-0.0448107
149351_at	9.53e-01	8.61e-01	0.176535	-6.355728	0.0495434
100505718_at	9.53e-01	8.61e-01	-0.1764918	-6.355736	-0.028649
6123_at	9.53e-01	8.61e-01	-0.1764647	-6.35574	-0.0356502
101929768_at	9.53e-01	8.61e-01	0.1764532	-6.355743	0.0875246
4753_at	9.53e-01	8.62e-01	0.1763384	-6.355763	0.0255282
6538_at	9.53e-01	8.62e-01	0.1762517	-6.355778	0.028943
121504_at	9.53e-01	8.62e-01	-0.1762338	-6.355782	-0.0698513
